id,user,transaction_date,sales_amount,join_date,region
1391,4701,2013-02-16,12.64,2014-01-09,G
1392,5617,2013-02-16,42.96,2013-02-16,B
1393,3376,2013-02-16,66.20,2013-12-03,G
1394,3376,2013-02-16,42.96,2013-12-03,G
1395,4750,2013-02-16,13.13,2014-01-29,G
1396,5104,2013-02-16,26.85,2013-11-04,G
1397,6906,2013-02-16,19.00,2009-07-02,I
1398,6223,2013-02-16,14.04,2014-03-21,G
1399,7309,2013-02-16,39.66,2014-03-21,I
1400,7555,2013-02-16,17.40,2007-03-07,C
1401,7319,2013-02-16,10.15,2010-02-09,G
1402,4371,2013-02-16,14.96,2013-11-04,S
1403,8302,2013-02-16,86.34,2013-02-16,G
1404,8711,2013-02-16,24.37,2014-03-21,I
1405,7319,2013-02-16,24.94,2010-02-09,G
1406,4931,2013-02-16,10.74,2014-03-21,C
1407,9350,2013-02-16,38.01,2013-02-16,I
1408,7309,2013-02-16,90.12,2014-03-21,I
1409,8097,2013-02-16,59.50,2013-02-06,E
1410,9636,2013-02-16,40.90,2013-02-16,G
1411,9721,2013-02-16,0.00,2005-08-10,M
1412,9782,2013-02-16,41.73,2013-02-16,S
1413,6577,2013-02-16,4.21,2012-04-02,G
1414,9425,2013-02-16,7.66,2005-01-10,P
1415,8097,2013-02-16,73.96,2013-02-06,E
1416,8097,2013-02-16,60.46,2013-02-06,E
1417,887,2013-02-17,2.47,2010-11-28,C
1418,484,2013-02-17,4.47,2009-07-14,B
1419,875,2013-02-17,4.14,2010-12-13,M
1420,715,2013-02-17,39.72,2015-10-16,B
1421,1941,2013-02-17,33.80,2011-05-08,M
1422,2891,2013-02-17,5.17,2012-02-14,H
1423,2994,2013-02-17,40.41,2011-04-19,K
1424,3263,2013-02-17,13.30,2013-07-25,I
1425,3143,2013-02-17,24.37,2015-01-18,S
1426,4331,2013-02-17,43.02,2013-07-02,S
1427,5337,2013-02-17,84.78,2013-11-04,M
1428,6107,2013-02-17,1.65,2014-01-29,C
1429,6844,2013-02-17,11.40,2011-05-27,I
1430,7730,2013-02-17,17.19,2013-02-17,P
1431,8523,2013-02-17,8.68,2010-10-23,M
1432,8237,2013-02-17,21.07,2014-12-23,G
1433,8680,2013-02-17,17.76,2014-03-21,F
1434,9163,2013-02-17,36.36,2013-02-17,I
1435,9180,2013-02-17,10.32,2007-02-01,C
1436,8523,2013-02-17,14.21,2010-10-23,M
1437,4261,2013-02-17,19.74,2013-11-04,C
1438,6844,2013-02-17,67.76,2011-05-27,I
1439,9,2013-02-18,7.40,2001-01-01,B
1440,264,2013-02-18,5.70,2004-06-17,B
1441,123,2013-02-18,18.68,2002-10-25,B
1442,1073,2013-02-18,0.00,2009-09-15,M
1443,1799,2013-02-18,52.81,2011-11-01,C
1444,151,2013-02-18,45.86,2011-03-03,B
1445,2538,2013-02-18,11.63,2013-02-13,F
1446,1873,2013-02-18,61.72,2014-12-22,I
1447,2353,2013-02-18,27.84,2013-07-02,B
1448,2828,2013-02-18,67.76,2013-05-25,M
1449,4420,2013-02-18,0.00,2013-08-21,C
1450,4420,2013-02-18,75.73,2013-08-21,C
1451,8251,2013-02-18,11.74,2007-01-10,M
1452,8377,2013-02-18,5.61,2013-02-18,B
1453,6873,2013-02-18,35.86,2008-08-21,A
1454,8874,2013-02-18,6.41,2008-06-10,C
1455,7575,2013-02-18,21.38,2013-02-18,C
1456,8922,2013-02-18,37.69,2013-02-18,D
1457,9296,2013-02-18,33.88,2013-02-18,E
1458,5471,2013-02-18,43.95,2013-12-18,S
1459,9216,2013-02-18,4.94,2010-05-31,G
1460,9467,2013-02-18,59.91,2011-03-01,I
1461,50,2013-02-19,93.99,2005-05-14,B
1462,205,2013-02-19,6.20,1999-06-27,B
1463,644,2013-02-19,35.20,2008-05-29,I
1464,492,2013-02-19,16.36,2000-03-02,B
1465,390,2013-02-19,10.96,2009-09-09,N
1466,1012,2013-02-19,79.53,2011-12-21,H
1467,1282,2013-02-19,22.36,2011-12-06,B
1468,1282,2013-02-19,24.48,2011-12-06,B
1469,3138,2013-02-19,9.99,2013-07-01,G
1470,1776,2013-02-19,52.86,2013-06-06,F
1471,940,2013-02-19,46.20,2012-09-01,L
1472,3977,2013-02-19,29.79,2014-01-09,I
1473,3541,2013-02-19,4.78,2013-08-21,G
1474,2828,2013-02-19,43.38,2013-05-25,M
1475,1876,2013-02-19,4.12,2013-07-01,C
1476,4289,2013-02-19,28.03,2013-07-01,M
1477,1685,2013-02-19,18.89,2013-08-01,C
1478,2616,2013-02-19,15.70,2013-07-25,K
1479,4407,2013-02-19,43.78,2013-10-30,D
1480,4946,2013-02-19,17.09,2013-09-02,P
1481,4281,2013-02-19,44.09,2013-11-04,G
1482,4518,2013-02-19,7.18,2013-11-28,M
1483,5567,2013-02-19,34.52,2014-02-10,B
1484,5618,2013-02-19,15.94,2014-03-21,G
1485,3816,2013-02-19,7.90,2013-08-01,G
1486,5337,2013-02-19,25.61,2013-11-04,M
1487,5337,2013-02-19,26.42,2013-11-04,M
1488,7090,2013-02-19,13.75,2006-10-06,F
1489,4900,2013-02-19,13.13,2014-01-02,E
1490,7211,2013-02-19,49.99,2013-02-19,C
1491,5948,2013-02-19,21.48,2014-03-21,K
1492,7924,2013-02-19,21.89,2013-02-19,C
1493,4862,2013-02-19,19.82,2014-12-20,C
1494,7380,2013-02-19,4.88,2012-05-31,K
1495,7380,2013-02-19,8.83,2012-05-31,K
1496,8713,2013-02-19,2.88,2010-08-16,H
1497,9503,2013-02-19,8.01,2011-03-10,I
1498,8555,2013-02-19,26.85,2013-02-19,Q
1499,123,2013-02-20,9.04,2002-10-25,B
1500,1208,2013-02-20,46.02,2012-01-06,B
1501,23,2013-02-20,35.22,1999-01-18,B
1502,3356,2013-02-20,5.70,2013-07-02,P
1503,4348,2013-02-20,15.77,2013-08-01,B
1504,4691,2013-02-20,26.25,2013-07-25,B
1505,4575,2013-02-20,8.67,2013-09-17,B
1506,4403,2013-02-20,11.56,2013-07-25,G
1507,6484,2013-02-20,25.52,2013-01-24,E
1508,7275,2013-02-20,18.52,2014-04-11,G
1509,7570,2013-02-20,13.96,2010-03-24,H
1510,6446,2013-02-20,29.33,2010-04-06,G
1511,5337,2013-02-20,50.22,2013-11-04,M
1512,7895,2013-02-20,35.69,2011-04-13,B
1513,6890,2013-02-20,50.83,2012-05-16,L
1514,8533,2013-02-20,12.38,2013-02-20,I
1515,8377,2013-02-20,2.72,2013-02-18,B
1516,7895,2013-02-20,86.65,2011-04-13,B
1517,6031,2013-02-20,23.55,2015-01-01,I
1518,9379,2013-02-20,3.30,2011-09-24,G
1519,8927,2013-02-20,18.17,2012-07-12,F
1520,7212,2013-02-20,7.20,2011-03-23,P
1521,8730,2013-02-20,18.17,2011-06-27,C
1522,7598,2013-02-20,85.11,2006-11-14,H
1523,9444,2013-02-20,29.33,2013-02-20,C
1524,7309,2013-02-20,69.96,2014-03-21,I
1525,9857,2013-02-20,24.79,2010-06-15,C
1526,7309,2013-02-20,24.37,2014-03-21,I
1527,9136,2013-02-20,46.11,2013-02-20,H
1528,134,2013-02-21,17.95,2001-01-01,B
1529,264,2013-02-21,10.66,2004-06-17,B
1530,940,2013-02-21,17.09,2012-09-01,L
1531,63,2013-02-21,75.17,2009-05-27,D
1532,1275,2013-02-21,11.98,2010-02-11,B
1533,7,2013-02-21,27.73,2009-05-04,C
1534,292,2013-02-21,59.25,2007-01-03,E
1535,1417,2013-02-21,22.23,2007-03-02,B
1536,768,2013-02-21,44.21,2015-02-16,L
1537,1821,2013-02-21,27.48,2011-07-05,B
1538,907,2013-02-21,14.09,2013-02-21,D
1539,3249,2013-02-21,17.34,2013-07-01,I
1540,1665,2013-02-21,11.22,2013-07-02,C
1541,3650,2013-02-21,6.28,2013-07-01,A
1542,2990,2013-02-21,10.23,2013-07-01,H
1543,4728,2013-02-21,3.79,2013-07-25,G
1544,4530,2013-02-21,10.24,2013-09-17,C
1545,3678,2013-02-21,26.85,2013-08-01,K
1546,6255,2013-02-21,18.15,2013-02-21,C
1547,8024,2013-02-21,29.33,2010-07-10,G
1548,8204,2013-02-21,3.30,2013-02-21,H
1549,8340,2013-02-21,63.63,2013-02-21,L
1550,8800,2013-02-21,37.60,2013-02-21,A
1551,6890,2013-02-21,4.08,2012-05-16,L
1552,8438,2013-02-21,13.28,2010-06-23,G
1553,6255,2013-02-21,18.00,2013-02-21,C
1554,8225,2013-02-21,24.11,2013-02-21,C
1555,8209,2013-02-21,1.74,2009-03-13,M
1556,8024,2013-02-21,4.05,2010-07-10,G
1557,6255,2013-02-21,11.88,2013-02-21,C
1558,50,2013-02-22,161.22,2005-05-14,B
1559,191,2013-02-22,15.57,2001-01-01,B
1560,662,2013-02-22,18.71,2010-07-30,M
1561,1027,2013-02-22,44.55,2011-09-03,D
1562,662,2013-02-22,64.96,2010-07-30,M
1563,1339,2013-02-22,72.23,2013-02-22,I
1564,449,2013-02-22,15.87,2007-07-10,N
1565,662,2013-02-22,27.80,2010-07-30,M
1566,1626,2013-02-22,46.29,2012-08-04,D
1567,1159,2013-02-22,28.86,2011-09-11,E
1568,3535,2013-02-22,2.31,2013-07-01,B
1569,3478,2013-02-22,18.87,2013-07-02,I
1570,4131,2013-02-22,26.44,2013-07-02,B
1571,3740,2013-02-22,5.76,2013-08-01,I
1572,3740,2013-02-22,24.79,2013-08-01,I
1573,3893,2013-02-22,181.79,2013-12-18,G
1574,4865,2013-02-22,35.21,2014-03-21,C
1575,4631,2013-02-22,37.60,2013-12-03,G
1576,1756,2013-02-22,57.83,2013-07-01,G
1577,4865,2013-02-22,3.44,2014-03-21,C
1578,5618,2013-02-22,41.58,2014-03-21,G
1579,5379,2013-02-22,6.44,2013-11-28,C
1580,6544,2013-02-22,11.48,2011-11-02,S
1581,6388,2013-02-22,26.60,2014-03-21,D
1582,7782,2013-02-22,119.00,2009-05-28,G
1583,6805,2013-02-22,105.98,2013-02-10,I
1584,8509,2013-02-22,11.73,2013-02-22,P
1585,6805,2013-02-22,28.93,2013-02-10,I
1586,7138,2013-02-22,4.88,2014-03-21,G
1587,8843,2013-02-22,76.48,2011-02-10,G
1588,6805,2013-02-22,49.17,2013-02-10,I
1589,8914,2013-02-22,43.38,2013-02-22,H
1590,6805,2013-02-22,46.11,2013-02-10,I
1591,6805,2013-02-22,8.83,2013-02-10,I
1592,9153,2013-02-22,9.08,2012-02-21,S
1593,5479,2013-02-22,61.16,2014-08-06,I
1594,6087,2013-02-22,11.31,2013-05-23,P
1595,8805,2013-02-22,25.20,2011-03-08,A
1596,6805,2013-02-22,66.56,2013-02-10,I
1597,7949,2013-02-22,3.30,2013-02-03,P
1598,6805,2013-02-22,11.23,2013-02-10,I
1599,9774,2013-02-22,27.67,2013-02-22,C
1600,9887,2013-02-22,66.91,2013-02-22,D
1601,9119,2013-02-22,10.06,2004-02-20,P
1602,256,2013-02-23,33.78,2010-07-01,B
1603,446,2013-02-23,2.89,2007-12-22,E
1604,906,2013-02-23,24.79,2012-07-11,B
1605,433,2013-02-23,9.83,2008-11-08,J
1606,272,2013-02-23,7.73,1999-06-19,B
1607,421,2013-02-23,15.66,2009-11-06,C
1608,433,2013-02-23,54.58,2008-11-08,J
1609,394,2013-02-23,46.62,2002-09-19,B
1610,1364,2013-02-23,30.11,2010-08-06,B
1611,272,2013-02-23,2.40,1999-06-19,B
1612,1165,2013-02-23,84.30,2002-02-12,B
1613,1811,2013-02-23,33.81,2011-03-05,M
1614,2016,2013-02-23,7.93,2013-07-25,A
1615,28,2013-02-23,32.64,2011-04-16,J
1616,4,2013-02-23,65.54,2011-07-28,B
1617,544,2013-02-23,37.09,2011-12-05,H
1618,1820,2013-02-23,38.34,2013-07-02,C
1619,1974,2013-02-23,3.22,2010-12-22,H
1620,1581,2013-02-23,30.91,2013-07-01,L
1621,1756,2013-02-23,12.36,2013-07-01,G
1622,4150,2013-02-23,19.41,2013-12-03,G
1623,3740,2013-02-23,3.96,2013-08-01,I
1624,2959,2013-02-23,26.35,2013-07-02,C
1625,1649,2013-02-23,47.23,2013-07-01,S
1626,2626,2013-02-23,10.59,2013-07-01,C
1627,3478,2013-02-23,23.52,2013-07-02,I
1628,4177,2013-02-23,58.24,2013-07-01,M
1629,4596,2013-02-23,17.91,2004-05-04,I
1630,4769,2013-02-23,5.52,2013-12-18,G
1631,5526,2013-02-23,32.30,2014-10-13,S
1632,5353,2013-02-23,3.13,2013-10-30,B
1633,5802,2013-02-23,33.88,2013-12-03,M
1634,4001,2013-02-23,10.17,2013-07-02,A
1635,6493,2013-02-23,35.36,2005-11-03,D
1636,6805,2013-02-23,32.22,2013-02-10,I
1637,6485,2013-02-23,33.05,2013-10-30,S
1638,6485,2013-02-23,47.15,2013-10-30,S
1639,7210,2013-02-23,83.87,2011-09-29,A
1640,3396,2013-02-23,8.26,2013-07-01,M
1641,5189,2013-02-23,8.26,2015-03-03,C
1642,8058,2013-02-23,25.60,2012-11-03,D
1643,8513,2013-02-23,62.38,2013-02-23,H
1644,7212,2013-02-23,5.78,2011-03-23,P
1645,5681,2013-02-23,42.55,2013-12-18,I
1646,6805,2013-02-23,29.34,2013-02-10,I
1647,8410,2013-02-23,56.21,2012-03-07,A
1648,9308,2013-02-23,10.66,2013-02-23,C
1649,9322,2013-02-23,50.05,2012-02-11,P
1650,8897,2013-02-23,8.50,2012-05-22,P
1651,6805,2013-02-23,23.95,2013-02-10,I
1652,9451,2013-02-23,14.04,2013-02-23,L
1653,8958,2013-02-23,31.40,2013-02-23,G
1654,9555,2013-02-23,49.58,2013-02-13,P
1655,9530,2013-02-23,33.42,2013-02-23,L
1656,9451,2013-02-23,6.69,2013-02-23,L
1657,8907,2013-02-23,78.32,2010-04-24,C
1658,96,2013-02-24,19.84,2008-01-11,M
1659,96,2013-02-24,39.20,2008-01-11,M
1660,554,2013-02-24,33.79,2009-09-27,B
1661,633,2013-02-24,10.08,2010-02-04,H
1662,157,2013-02-24,11.49,2005-11-16,B
1663,777,2013-02-24,6.98,2010-06-06,C
1664,531,2013-02-24,137.97,2009-07-05,C
1665,531,2013-02-24,27.33,2009-07-05,C
1666,370,2013-02-24,6.12,2009-07-13,B
1667,325,2013-02-24,28.51,2011-01-16,G
1668,1923,2013-02-24,42.24,2012-12-22,I
1669,1171,2013-02-24,17.77,2009-04-25,M
1670,956,2013-02-24,41.02,2009-10-02,I
1671,434,2013-02-24,4.88,2013-02-24,D
1672,1408,2013-02-24,7.23,2010-05-15,B
1673,3193,2013-02-24,12.27,2012-11-22,A
1674,1974,2013-02-24,1.54,2010-12-22,H
1675,1969,2013-02-24,6.61,2013-06-06,G
1676,1969,2013-02-24,19.00,2013-06-06,G
1677,4581,2013-02-24,28.83,2013-08-21,G
1678,5252,2013-02-24,37.19,2013-09-17,O
1679,6985,2013-02-24,64.70,2014-11-08,A
1680,8731,2013-02-24,30.58,2013-02-24,C
1681,6805,2013-02-24,32.64,2013-02-10,I
1682,9670,2013-02-24,30.98,2013-02-24,P
1683,6805,2013-02-24,175.99,2013-02-10,I
1684,9695,2013-02-24,48.75,2013-02-24,A
1685,9744,2013-02-24,50.83,2013-02-24,H
1686,50,2013-02-25,63.47,2005-05-14,B
1687,568,2013-02-25,42.17,2002-03-01,B
1688,1233,2013-02-25,29.75,2004-12-07,B
1689,704,2013-02-25,12.08,2010-03-19,C
1690,1428,2013-02-25,21.37,2010-02-26,B
1691,1772,2013-02-25,29.46,2013-01-26,M
1692,1547,2013-02-25,25.29,2010-09-05,M
1693,2483,2013-02-25,3.23,2013-02-25,O
1694,2916,2013-02-25,33.80,2013-02-25,A
1695,1366,2013-02-25,23.82,2012-02-16,B
1696,1533,2013-02-25,40.41,2010-11-30,I
1697,2990,2013-02-25,25.41,2013-07-01,H
1698,2342,2013-02-25,22.94,2013-07-01,G
1699,4341,2013-02-25,12.31,2013-12-18,G
1700,3134,2013-02-25,25.93,2013-08-01,G
1701,5997,2013-02-25,1.98,2014-04-14,H
1702,4261,2013-02-25,12.03,2013-11-04,C
1703,3409,2013-02-25,9.99,2013-07-25,G
1704,6178,2013-02-25,50.29,2013-12-18,D
1705,8002,2013-02-25,3.62,2011-03-09,G
1706,5450,2013-02-25,9.90,2014-01-29,G
1707,8504,2013-02-25,5.20,2013-02-25,P
1708,8238,2013-02-25,22.32,2013-02-25,F
1709,7309,2013-02-25,26.77,2014-03-21,I
1710,8920,2013-02-25,61.55,2010-07-03,B
1711,7646,2013-02-25,73.60,2011-11-26,I
1712,7309,2013-02-25,31.89,2014-03-21,I
1713,9862,2013-02-25,43.38,2013-02-25,M
1714,9939,2013-02-25,35.53,2013-02-25,L
1715,7737,2013-02-25,113.43,2006-07-08,O
1716,8238,2013-02-25,41.31,2013-02-25,F
1717,21,2013-02-26,8.99,2001-01-01,B
1718,138,2013-02-26,75.41,2003-08-19,H
1719,173,2013-02-26,68.69,2007-06-05,C
1720,989,2013-02-26,14.46,2008-09-02,C
1721,2,2013-02-26,21.96,2004-06-29,B
1722,211,2013-02-26,46.32,2007-06-19,F
1723,1280,2013-02-26,25.13,2009-04-17,C
1724,146,2013-02-26,31.39,2010-05-07,B
1725,1834,2013-02-26,79.08,2013-02-26,B
1726,1852,2013-02-26,17.19,2012-03-26,I
1727,2439,2013-02-26,36.89,2011-03-26,I
1728,2513,2013-02-26,2.06,2011-08-09,C
1729,2538,2013-02-26,23.28,2013-02-13,F
1730,2053,2013-02-26,11.55,2013-07-01,L
1731,3409,2013-02-26,24.37,2013-07-25,G
1732,5411,2013-02-26,26.50,2013-12-03,G
1733,5216,2013-02-26,4.88,2013-08-01,H
1734,5489,2013-02-26,14.45,2013-09-17,H
1735,3083,2013-02-26,70.24,2015-01-20,S
1736,4562,2013-02-26,80.57,2013-12-18,O
1737,5562,2013-02-26,63.37,2014-01-09,B
1738,4281,2013-02-26,19.48,2013-11-04,G
1739,5930,2013-02-26,20.64,2013-11-04,I
1740,6498,2013-02-26,48.34,2013-12-03,F
1741,5681,2013-02-26,2.84,2013-12-18,I
1742,7115,2013-02-26,9.08,2007-02-03,P
1743,8102,2013-02-26,26.43,2013-02-26,G
1744,8445,2013-02-26,21.64,2013-02-26,A
1745,8500,2013-02-26,8.09,2014-03-21,P
1746,8990,2013-02-26,26.43,2013-02-26,I
1747,9108,2013-02-26,16.61,2010-08-20,S
1748,9154,2013-02-26,13.54,2013-02-26,C
1749,9009,2013-02-26,57.84,2013-02-26,F
1750,6805,2013-02-26,14.04,2013-02-10,I
1751,7577,2013-02-26,13.30,2013-02-05,C
1752,8944,2013-02-26,19.08,2013-02-26,G
1753,1044,2013-02-27,19.63,2010-03-05,B
1754,47,2013-02-27,17.31,2012-06-29,E
1755,1091,2013-02-27,15.73,2010-12-04,M
1756,1091,2013-02-27,4.30,2010-12-04,M
1757,279,2013-02-27,60.70,2011-05-31,D
1758,310,2013-02-27,52.22,2010-11-14,M
1759,1522,2013-02-27,11.58,2012-09-25,B
1760,793,2013-02-27,53.36,2011-08-04,C
1761,2321,2013-02-27,41.76,2013-07-01,C
1762,3326,2013-02-27,19.82,2014-11-12,G
1763,4289,2013-02-27,35.01,2013-07-01,M
1764,1876,2013-02-27,6.60,2013-07-01,C
1765,4365,2013-02-27,22.31,2013-09-02,I
1766,5543,2013-02-27,37.24,2013-11-04,F
1767,4369,2013-02-27,11.38,2013-11-04,E
1768,6090,2013-02-27,27.68,2013-11-28,S
1769,6155,2013-02-27,7.50,2013-10-04,H
1770,5429,2013-02-27,44.21,2013-12-18,M
1771,3949,2013-02-27,19.40,2014-10-14,G
1772,4369,2013-02-27,6.78,2013-11-04,E
1773,3641,2013-02-27,17.36,2013-08-01,A
1774,7632,2013-02-27,19.15,2006-05-10,C
1775,5721,2013-02-27,10.66,2014-11-12,G
1776,9009,2013-02-27,6.19,2013-02-26,F
1777,6805,2013-02-27,33.88,2013-02-10,I
1778,8255,2013-02-27,36.85,2013-02-27,G
1779,9715,2013-02-27,53.30,2013-02-27,B
1780,9734,2013-02-27,16.52,2013-02-27,O
1781,9882,2013-02-27,7.68,2010-03-13,I
1782,6805,2013-02-27,23.96,2013-02-10,I
1783,25,2013-02-28,61.40,2001-01-01,B
1784,53,2013-02-28,30.13,2000-03-23,B
1785,209,2013-02-28,12.65,2003-10-24,B
1786,555,2013-02-28,6.26,2007-06-13,I
1787,92,2013-02-28,26.94,2009-07-29,D
1788,4,2013-02-28,72.95,2011-07-28,B
1789,1749,2013-02-28,17.31,2013-02-28,C
1790,2057,2013-02-28,18.14,2013-02-28,C
1791,2307,2013-02-28,24.53,2013-07-02,N
1792,2342,2013-02-28,3.46,2013-07-01,G
1793,147,2013-02-28,23.06,2011-06-24,I
1794,2751,2013-02-28,33.95,2013-06-06,E
1795,2312,2013-02-28,12.40,2013-02-28,N
1796,2852,2013-02-28,91.43,2012-11-15,E
1797,4151,2013-02-28,11.56,2013-07-25,G
1798,4778,2013-02-28,8.56,2013-12-03,G
1799,3534,2013-02-28,10.12,2013-07-02,E
1800,4578,2013-02-28,76.00,2013-09-17,P
1801,4366,2013-02-28,13.46,2013-08-21,G
1802,5753,2013-02-28,2.22,2013-10-04,S
1803,4150,2013-02-28,7.93,2013-12-03,G
1804,3740,2013-02-28,11.81,2013-08-01,I
1805,4151,2013-02-28,11.74,2013-07-25,G
1806,6489,2013-02-28,16.52,2008-05-03,L
1807,5241,2013-02-28,52.64,2013-11-04,S
1808,6024,2013-02-28,10.22,2013-10-30,P
1809,7277,2013-02-28,63.95,2003-11-20,G
1810,6805,2013-02-28,45.86,2013-02-10,I
1811,6501,2013-02-28,23.20,2003-07-03,C
1812,9094,2013-02-28,14.85,2009-02-07,C
1813,6370,2013-02-28,8.26,2009-06-20,O
1814,9393,2013-02-28,11.53,2013-02-28,G
1815,6805,2013-02-28,6.93,2013-02-10,I
1816,8212,2013-02-28,1.64,2013-02-28,G
1817,9323,2013-02-28,41.31,2013-02-28,M
1818,9968,2013-02-28,6.77,2013-02-28,B
1819,84,2013-03-01,34.63,2008-11-21,B
1820,50,2013-03-01,74.74,2005-05-14,B
1821,468,2013-03-01,85.00,2006-08-10,F
1822,940,2013-03-01,47.02,2012-09-01,L
1823,94,2013-03-01,37.31,2008-03-21,C
1824,580,2013-03-01,44.57,1999-06-04,B
1825,828,2013-03-01,11.69,2010-03-02,B
1826,1444,2013-03-01,34.46,2010-06-28,C
1827,567,2013-03-01,44.66,2011-11-04,B
1828,400,2013-03-01,7.31,2010-03-25,M
1829,2285,2013-03-01,66.45,2011-12-29,M
1830,2705,2013-03-01,1.98,2013-07-01,C
1831,2823,2013-03-01,26.36,2009-05-17,B
1832,3478,2013-03-01,59.50,2013-07-02,I
1833,4190,2013-03-01,15.69,2013-07-02,B
1834,1581,2013-03-01,22.73,2013-07-01,L
1835,4356,2013-03-01,63.21,2014-05-02,I
1836,4971,2013-03-01,26.18,2014-01-09,G
1837,4371,2013-03-01,16.52,2013-11-04,S
1838,5473,2013-03-01,16.52,2013-09-02,M
1839,5065,2013-03-01,10.23,2013-07-25,S
1840,7706,2013-03-01,5.60,2013-03-01,G
1841,8055,2013-03-01,6.40,2007-10-23,D
1842,4362,2013-03-01,82.22,2013-11-04,C
1843,8058,2013-03-01,27.25,2012-11-03,D
1844,8662,2013-03-01,10.13,2004-09-28,T
1845,8736,2013-03-01,33.05,2013-01-20,M
1846,8736,2013-03-01,60.24,2013-01-20,M
1847,9768,2013-03-01,33.05,2013-03-01,T
1848,7675,2013-03-01,9.24,2011-06-08,C
1849,6805,2013-03-01,19.41,2013-02-10,I
1850,7675,2013-03-01,17.81,2011-06-08,C
1851,9983,2013-03-01,55.78,2013-03-01,I
1852,418,2013-03-02,2.48,2007-11-20,G
1853,4,2013-03-02,47.00,2011-07-28,B
1854,243,2013-03-02,9.88,2009-09-19,C
1855,1032,2013-03-02,9.50,2011-03-12,I
1856,922,2013-03-02,39.97,2012-07-10,A
1857,50,2013-03-02,47.02,2005-05-14,B
1858,844,2013-03-02,33.80,2010-07-24,B
1859,617,2013-03-02,16.15,2005-06-23,B
1860,269,2013-03-02,30.93,2013-11-14,C
1861,1445,2013-03-02,38.76,2011-02-19,B
1862,1002,2013-03-02,32.95,2013-11-14,B
1863,1201,2013-03-02,103.18,2011-08-18,D
1864,1618,2013-03-02,64.90,2011-11-06,A
1865,1011,2013-03-02,69.53,2005-11-03,E
1866,225,2013-03-02,63.25,2010-08-18,M
1867,1037,2013-03-02,152.20,2012-07-15,E
1868,1372,2013-03-02,42.17,2011-11-23,K
1869,1482,2013-03-02,8.18,2010-05-24,I
1870,770,2013-03-02,12.40,2010-12-09,L
1871,1002,2013-03-02,11.98,2013-11-14,B
1872,2741,2013-03-02,109.83,2013-03-02,C
1873,833,2013-03-02,29.50,2012-11-30,M
1874,508,2013-03-02,43.25,2012-12-29,D
1875,656,2013-03-02,42.50,2012-07-17,M
1876,2533,2013-03-02,34.63,2012-05-20,B
1877,2544,2013-03-02,279.12,2013-07-01,F
1878,2297,2013-03-02,56.60,2013-07-02,N
1879,1639,2013-03-02,20.57,2013-07-01,G
1880,4176,2013-03-02,17.96,2013-03-02,J
1881,1876,2013-03-02,5.19,2013-07-01,C
1882,1756,2013-03-02,33.05,2013-07-01,G
1883,2297,2013-03-02,18.58,2013-07-02,N
1884,4056,2013-03-02,10.24,2013-08-21,G
1885,4413,2013-03-02,6.53,2013-07-02,I
1886,4253,2013-03-02,8.83,2014-12-20,D
1887,3152,2013-03-02,24.37,2013-07-02,G
1888,3396,2013-03-02,12.39,2013-07-01,M
1889,4370,2013-03-02,18.58,2013-07-02,G
1890,5323,2013-03-02,15.03,2013-11-04,C
1891,5422,2013-03-02,10.31,2013-12-03,P
1892,2347,2013-03-02,354.44,2013-07-25,L
1893,4377,2013-03-02,43.20,2013-08-21,L
1894,4590,2013-03-02,49.99,2013-10-30,G
1895,5660,2013-03-02,44.62,2013-10-30,G
1896,4873,2013-03-02,19.55,2013-10-04,G
1897,6396,2013-03-02,3.28,2013-09-17,D
1898,5092,2013-03-02,30.16,2013-11-04,O
1899,4804,2013-03-02,20.65,2013-10-30,L
1900,5968,2013-03-02,59.48,2013-11-28,B
1901,6805,2013-03-02,35.52,2013-02-10,I
1902,5705,2013-03-02,34.70,2011-04-01,C
1903,6132,2013-03-02,79.12,2013-09-02,P
1904,4357,2013-03-02,9.49,2013-07-25,D
1905,8075,2013-03-02,40.90,2013-03-02,I
1906,8242,2013-03-02,28.92,2006-07-14,I
1907,8480,2013-03-02,8.00,2009-05-08,F
1908,7487,2013-03-02,14.53,2010-10-14,B
1909,8599,2013-03-02,19.73,2013-03-02,B
1910,5679,2013-03-02,12.55,2014-01-09,A
1911,8866,2013-03-02,13.62,2009-08-05,C
1912,8247,2013-03-02,10.74,2013-03-02,C
1913,7841,2013-03-02,26.02,2013-02-15,G
1914,6326,2013-03-02,16.77,2007-03-17,A
1915,6805,2013-03-02,16.85,2013-02-10,I
1916,9375,2013-03-02,47.51,2013-03-02,I
1917,6937,2013-03-02,14.53,2014-06-21,B
1918,8279,2013-03-02,63.21,2013-03-02,O
1919,9375,2013-03-02,46.27,2013-03-02,I
1920,9545,2013-03-02,13.55,2013-03-02,C
1921,7086,2013-03-02,162.79,2003-07-08,S
1922,6947,2013-03-02,8.81,2012-03-19,C
1923,8438,2013-03-02,26.33,2010-06-23,G
1924,9883,2013-03-02,48.76,2008-05-07,C
1925,9924,2013-03-02,57.43,2013-03-02,M
1926,9396,2013-03-02,58.42,2013-03-02,F
1927,6805,2013-03-02,92.99,2013-02-10,I
1928,9970,2013-03-02,10.31,2013-03-02,G
1929,6805,2013-03-02,43.38,2013-02-10,I
1930,9387,2013-03-02,30.64,2013-03-02,A
1931,36,2013-03-03,18.93,2008-02-03,I
